time,SurvivalProbability
1.0,99.23533333333334
2.0,97.10900000000001
3.0,94.87133333333334
4.0,90.866
5.0,88.99449999999999
6.0,87.33999999999999
7.0,84.811
8.0,83.49666666666667
9.0,82.657
10.0,80.86366666666667
11.0,80.58166666666666
12.0,80.62333333333333
13.0,80.647
14.0,80.59299999999999
15.0,80.56700000000001
16.0,80.58133333333335
